Knives Out,"Here are my recommendations for Knives Out:<br><a href='http://localhost:3000/movie/625c2be0f0a5bc6c426c07a0' target=""_blank"">Three Billboards Outside Ebbing, Missouri</a><br><a href='http://localhost:3000/movie/625c2e2cf0a5bc6c426c0e0a' target=""_blank"">American Psycho</a><br><a href='http://localhost:3000/movie/625c2d1df0a5bc6c426c0a74' target=""_blank"">In Bruges</a><br><a href='http://localhost:3000/movie/625c2bcdf0a5bc6c426c0778' target=""_blank"">The Sting</a><br><a href='http://localhost:3000/movie/625c2bf4f0a5bc6c426c07ca' target=""_blank"">Rang De Basanti</a><br>"
Dil Bechara,"Here are my recommendations for Dil Bechara:<br><a href='http://localhost:3000/movie/625c2b62f0a5bc6c426c06cc' target=""_blank"">La vita è bella</a><br><a href='http://localhost:3000/movie/625c2dcdf0a5bc6c426c0c78' target=""_blank"">Silver Linings Playbook</a><br><a href='http://localhost:3000/movie/625c2dcef0a5bc6c426c0c7c' target=""_blank"">(500) Days of Summer</a><br><a href='http://localhost:3000/movie/625c2d5ff0a5bc6c426c0b44' target=""_blank"">Moonrise Kingdom</a><br><a href='http://localhost:3000/movie/625c2e16f0a5bc6c426c0dae' target=""_blank"">50/50</a><br>"
Manbiki kazoku,"Here are my recommendations for Manbiki kazoku:<br><a href='http://localhost:3000/movie/625c2b4ef0a5bc6c426c06a4' target=""_blank"">Pulp Fiction</a><br><a href='http://localhost:3000/movie/625c2b47f0a5bc6c426c069a' target=""_blank"">The Godfather</a><br><a href='http://localhost:3000/movie/625c2b4cf0a5bc6c426c069e' target=""_blank"">The Godfather: Part II</a><br><a href='http://localhost:3000/movie/625c2b4df0a5bc6c426c06a0' target=""_blank"">12 Angry Men</a><br><a href='http://localhost:3000/movie/625c2bcbf0a5bc6c426c0770' target=""_blank"">Scarface</a><br>"
Marriage Story,"Here are my recommendations for Marriage Story:<br><a href='http://localhost:3000/movie/625c2b62f0a5bc6c426c06cc' target=""_blank"">La vita è bella</a><br><a href='http://localhost:3000/movie/625c2dcdf0a5bc6c426c0c78' target=""_blank"">Silver Linings Playbook</a><br><a href='http://localhost:3000/movie/625c2dcef0a5bc6c426c0c7c' target=""_blank"">(500) Days of Summer</a><br><a href='http://localhost:3000/movie/625c2d5ff0a5bc6c426c0b44' target=""_blank"">Moonrise Kingdom</a><br><a href='http://localhost:3000/movie/625c2e16f0a5bc6c426c0dae' target=""_blank"">50/50</a><br>"
Call Me by Your Name,"Here are my recommendations for Call Me by Your Name:<br><a href='http://localhost:3000/movie/625c2b54f0a5bc6c426c06ae' target=""_blank"">Forrest Gump</a><br><a href='http://localhost:3000/movie/625c2d8bf0a5bc6c426c0bb0' target=""_blank"">Titanic</a><br><a href='http://localhost:3000/movie/625c2bc6f0a5bc6c426c075e' target=""_blank"">Good Will Hunting</a><br><a href='http://localhost:3000/movie/625c2cbbf0a5bc6c426c095c' target=""_blank"">Slumdog Millionaire</a><br><a href='http://localhost:3000/movie/625c2d84f0a5bc6c426c0b92' target=""_blank"">The Notebook</a><br>"
"I, Daniel Blake","Here are my recommendations for I, Daniel Blake:<br><a href='http://localhost:3000/movie/625c2b46f0a5bc6c426c0698' target=""_blank"">The Shawshank Redemption</a><br><a href='http://localhost:3000/movie/625c2b50f0a5bc6c426c06aa' target=""_blank"">Fight Club</a><br><a href='http://localhost:3000/movie/625c2bc5f0a5bc6c426c075c' target=""_blank"">American Beauty</a><br><a href='http://localhost:3000/movie/625c2b6df0a5bc6c426c06e8' target=""_blank"">American History X</a><br><a href='http://localhost:3000/movie/625c2b59f0a5bc6c426c06ba' target=""_blank"">One Flew Over the Cuckoo's Nest</a><br>"
Isle of Dogs,"Here are my recommendations for Isle of Dogs:<br><a href='http://localhost:3000/movie/625c2c43f0a5bc6c426c087c' target=""_blank"">Finding Nemo</a><br><a href='http://localhost:3000/movie/625c2beff0a5bc6c426c07bc' target=""_blank"">Up</a><br><a href='http://localhost:3000/movie/625c2bc6f0a5bc6c426c0762' target=""_blank"">Toy Story</a><br><a href='http://localhost:3000/movie/625c2c48f0a5bc6c426c0882' target=""_blank"">Monsters, Inc.</a><br><a href='http://localhost:3000/movie/625c2bf3f0a5bc6c426c07c6' target=""_blank"">Toy Story 3</a><br>"
Hunt for the Wilderpeople,"Here are my recommendations for Hunt for the Wilderpeople:<br><a href='http://localhost:3000/movie/625c2d2cf0a5bc6c426c0a9c' target=""_blank"">Almost Famous</a><br><a href='http://localhost:3000/movie/625c2e2ef0a5bc6c426c0e12' target=""_blank"">Fear and Loathing in Las Vegas</a><br><a href='http://localhost:3000/movie/625c2c11f0a5bc6c426c081a' target=""_blank"">The Gold Rush</a><br><a href='http://localhost:3000/movie/625c2dc9f0a5bc6c426c0c5e' target=""_blank"">Nebraska</a><br><a href='http://localhost:3000/movie/625c2be5f0a5bc6c426c07aa' target=""_blank"">Queen</a><br>"
Captain Fantastic,"Here are my recommendations for Captain Fantastic:<br><a href='http://localhost:3000/movie/625c2c4af0a5bc6c426c088c' target=""_blank"">The Truman Show</a><br><a href='http://localhost:3000/movie/625c2dc2f0a5bc6c426c0c52' target=""_blank"">Birdman or (The Unexpected Virtue of Ignorance)</a><br><a href='http://localhost:3000/movie/625c2e08f0a5bc6c426c0d76' target=""_blank"">Once Upon a Time... in Hollywood</a><br><a href='http://localhost:3000/movie/625c2c55f0a5bc6c426c08ac' target=""_blank"">Dead Poets Society</a><br><a href='http://localhost:3000/movie/625c2d7df0a5bc6c426c0b7c' target=""_blank"">Little Miss Sunshine</a><br>"
Sing Street,"Here are my recommendations for Sing Street:<br><a href='http://localhost:3000/movie/625c2c7df0a5bc6c426c0926' target=""_blank"">La La Land</a><br><a href='http://localhost:3000/movie/625c2ddff0a5bc6c426c0ccc' target=""_blank"">Hedwig and the Angry Inch</a><br><a href='http://localhost:3000/movie/625c2c4af0a5bc6c426c088c' target=""_blank"">The Truman Show</a><br><a href='http://localhost:3000/movie/625c2dc2f0a5bc6c426c0c52' target=""_blank"">Birdman or (The Unexpected Virtue of Ignorance)</a><br><a href='http://localhost:3000/movie/625c2e08f0a5bc6c426c0d76' target=""_blank"">Once Upon a Time... in Hollywood</a><br>"
Thor: Ragnarok,"Here are my recommendations for Thor: Ragnarok:<br><a href='http://localhost:3000/movie/625c2c84f0a5bc6c426c093e' target=""_blank"">Guardians of the Galaxy</a><br><a href='http://localhost:3000/movie/625c2cb9f0a5bc6c426c0950' target=""_blank"">Deadpool</a><br><a href='http://localhost:3000/movie/625c2dc1f0a5bc6c426c0c4c' target=""_blank"">Kingsman: The Secret Service</a><br><a href='http://localhost:3000/movie/625c2e0bf0a5bc6c426c0d86' target=""_blank"">Guardians of the Galaxy Vol. 2</a><br><a href='http://localhost:3000/movie/625c2db8f0a5bc6c426c0c3c' target=""_blank"">Deadpool 2</a><br>"
Nightcrawler,"Here are my recommendations for Nightcrawler:<br><a href='http://localhost:3000/movie/625c2b62f0a5bc6c426c06d0' target=""_blank"">The Silence of the Lambs</a><br><a href='http://localhost:3000/movie/625c2b6cf0a5bc6c426c06e2' target=""_blank"">The Departed</a><br><a href='http://localhost:3000/movie/625c2b6af0a5bc6c426c06da' target=""_blank"">Joker</a><br><a href='http://localhost:3000/movie/625c2bc8f0a5bc6c426c0766' target=""_blank"">Reservoir Dogs</a><br><a href='http://localhost:3000/movie/625c2c3ff0a5bc6c426c0868' target=""_blank"">No Country for Old Men</a><br>"
Jojo Rabbit,"Here are my recommendations for Jojo Rabbit:<br><a href='http://localhost:3000/movie/625c2bbff0a5bc6c426c073e' target=""_blank"">The Great Dictator</a><br><a href='http://localhost:3000/movie/625c2c4ef0a5bc6c426c0898' target=""_blank"">Underground</a><br><a href='http://localhost:3000/movie/625c2ceff0a5bc6c426c0a12' target=""_blank"">Stalag 17</a><br><a href='http://localhost:3000/movie/625c2d25f0a5bc6c426c0a92' target=""_blank"">No Man's Land</a><br><a href='http://localhost:3000/movie/625c2c4af0a5bc6c426c088c' target=""_blank"">The Truman Show</a><br>"
Arrival,"Here are my recommendations for Arrival:<br><a href='http://localhost:3000/movie/625c2bd8f0a5bc6c426c0794' target=""_blank"">Metropolis</a><br><a href='http://localhost:3000/movie/625c2d37f0a5bc6c426c0aba' target=""_blank"">Brazil</a><br><a href='http://localhost:3000/movie/625c2e38f0a5bc6c426c0e50' target=""_blank"">Close Encounters of the Third Kind</a><br><a href='http://localhost:3000/movie/625c2c04f0a5bc6c426c07f4' target=""_blank"">Stalker</a><br><a href='http://localhost:3000/movie/625c2e03f0a5bc6c426c0d68' target=""_blank"">The Day the Earth Stood Still</a><br>"
Star Wars: Episode VII - The Force Awakens,"Here are my recommendations for Star Wars: Episode VII - The Force Awakens:<br><a href='http://localhost:3000/movie/625c2b4ff0a5bc6c426c06a8' target=""_blank"">Inception</a><br><a href='http://localhost:3000/movie/625c2cc0f0a5bc6c426c0962' target=""_blank"">The Avengers</a><br><a href='http://localhost:3000/movie/625c2d22f0a5bc6c426c0a84' target=""_blank"">Iron Man</a><br><a href='http://localhost:3000/movie/625c2c30f0a5bc6c426c0856' target=""_blank"">Mad Max: Fury Road</a><br><a href='http://localhost:3000/movie/625c2c53f0a5bc6c426c08a4' target=""_blank"">Jurassic Park</a><br>"
Before Midnight,"Here are my recommendations for Before Midnight:<br><a href='http://localhost:3000/movie/625c2b54f0a5bc6c426c06ae' target=""_blank"">Forrest Gump</a><br><a href='http://localhost:3000/movie/625c2d8bf0a5bc6c426c0bb0' target=""_blank"">Titanic</a><br><a href='http://localhost:3000/movie/625c2bc6f0a5bc6c426c075e' target=""_blank"">Good Will Hunting</a><br><a href='http://localhost:3000/movie/625c2cbbf0a5bc6c426c095c' target=""_blank"">Slumdog Millionaire</a><br><a href='http://localhost:3000/movie/625c2d84f0a5bc6c426c0b92' target=""_blank"">The Notebook</a><br>"
X-Men: Days of Future Past,"Here are my recommendations for X-Men: Days of Future Past:<br><a href='http://localhost:3000/movie/625c2b4ff0a5bc6c426c06a8' target=""_blank"">Inception</a><br><a href='http://localhost:3000/movie/625c2cc0f0a5bc6c426c0962' target=""_blank"">The Avengers</a><br><a href='http://localhost:3000/movie/625c2d22f0a5bc6c426c0a84' target=""_blank"">Iron Man</a><br><a href='http://localhost:3000/movie/625c2c30f0a5bc6c426c0856' target=""_blank"">Mad Max: Fury Road</a><br><a href='http://localhost:3000/movie/625c2c53f0a5bc6c426c08a4' target=""_blank"">Jurassic Park</a><br>"
Bir Zamanlar Anadolu'da,"Here are my recommendations for Bir Zamanlar Anadolu'da:<br><a href='http://localhost:3000/movie/625c2b4ef0a5bc6c426c06a4' target=""_blank"">Pulp Fiction</a><br><a href='http://localhost:3000/movie/625c2b47f0a5bc6c426c069a' target=""_blank"">The Godfather</a><br><a href='http://localhost:3000/movie/625c2b4cf0a5bc6c426c069e' target=""_blank"">The Godfather: Part II</a><br><a href='http://localhost:3000/movie/625c2b4df0a5bc6c426c06a0' target=""_blank"">12 Angry Men</a><br><a href='http://localhost:3000/movie/625c2bcbf0a5bc6c426c0770' target=""_blank"">Scarface</a><br>"
The Artist,"Here are my recommendations for The Artist:<br><a href='http://localhost:3000/movie/625c2b62f0a5bc6c426c06cc' target=""_blank"">La vita è bella</a><br><a href='http://localhost:3000/movie/625c2dcdf0a5bc6c426c0c78' target=""_blank"">Silver Linings Playbook</a><br><a href='http://localhost:3000/movie/625c2dcef0a5bc6c426c0c7c' target=""_blank"">(500) Days of Summer</a><br><a href='http://localhost:3000/movie/625c2d5ff0a5bc6c426c0b44' target=""_blank"">Moonrise Kingdom</a><br><a href='http://localhost:3000/movie/625c2e16f0a5bc6c426c0dae' target=""_blank"">50/50</a><br>"
Edge of Tomorrow,"Here are my recommendations for Edge of Tomorrow:<br><a href='http://localhost:3000/movie/625c2b4ff0a5bc6c426c06a8' target=""_blank"">Inception</a><br><a href='http://localhost:3000/movie/625c2cc0f0a5bc6c426c0962' target=""_blank"">The Avengers</a><br><a href='http://localhost:3000/movie/625c2d22f0a5bc6c426c0a84' target=""_blank"">Iron Man</a><br><a href='http://localhost:3000/movie/625c2c30f0a5bc6c426c0856' target=""_blank"">Mad Max: Fury Road</a><br><a href='http://localhost:3000/movie/625c2c53f0a5bc6c426c08a4' target=""_blank"">Jurassic Park</a><br>"
Amour,"Here are my recommendations for Amour:<br><a href='http://localhost:3000/movie/625c2b54f0a5bc6c426c06ae' target=""_blank"">Forrest Gump</a><br><a href='http://localhost:3000/movie/625c2d8bf0a5bc6c426c0bb0' target=""_blank"">Titanic</a><br><a href='http://localhost:3000/movie/625c2bc6f0a5bc6c426c075e' target=""_blank"">Good Will Hunting</a><br><a href='http://localhost:3000/movie/625c2cbbf0a5bc6c426c095c' target=""_blank"">Slumdog Millionaire</a><br><a href='http://localhost:3000/movie/625c2d84f0a5bc6c426c0b92' target=""_blank"">The Notebook</a><br>"
The Irishman,"Here are my recommendations for The Irishman:<br><a href='http://localhost:3000/movie/625c2bf0f0a5bc6c426c07be' target=""_blank"">The Wolf of Wall Street</a><br><a href='http://localhost:3000/movie/625c2b57f0a5bc6c426c06b6' target=""_blank"">Goodfellas</a><br><a href='http://localhost:3000/movie/625c2c45f0a5bc6c426c087e' target=""_blank"">Catch Me If You Can</a><br><a href='http://localhost:3000/movie/625c2c2cf0a5bc6c426c084c' target=""_blank"">Spotlight</a><br><a href='http://localhost:3000/movie/625c2d77f0a5bc6c426c0b74' target=""_blank"">American Gangster</a><br>"
Un prophète,"Here are my recommendations for Un prophète:<br><a href='http://localhost:3000/movie/625c2b4ef0a5bc6c426c06a4' target=""_blank"">Pulp Fiction</a><br><a href='http://localhost:3000/movie/625c2b47f0a5bc6c426c069a' target=""_blank"">The Godfather</a><br><a href='http://localhost:3000/movie/625c2b4cf0a5bc6c426c069e' target=""_blank"">The Godfather: Part II</a><br><a href='http://localhost:3000/movie/625c2b4df0a5bc6c426c06a0' target=""_blank"">12 Angry Men</a><br><a href='http://localhost:3000/movie/625c2bcbf0a5bc6c426c0770' target=""_blank"">Scarface</a><br>"
Moon,"Here are my recommendations for Moon:<br><a href='http://localhost:3000/movie/625c2b6cf0a5bc6c426c06e0' target=""_blank"">The Prestige</a><br><a href='http://localhost:3000/movie/625c2ccdf0a5bc6c426c0994' target=""_blank"">Donnie Darko</a><br><a href='http://localhost:3000/movie/625c2c67f0a5bc6c426c08d4' target=""_blank"">Solaris</a><br><a href='http://localhost:3000/movie/625c2de2f0a5bc6c426c0ce0' target=""_blank"">Abre los ojos</a><br><a href='http://localhost:3000/movie/625c2d06f0a5bc6c426c0a50' target=""_blank"">Arrival</a><br>"
Låt den rätte komma in,"Here are my recommendations for Låt den rätte komma in:<br><a href='http://localhost:3000/movie/625c2b62f0a5bc6c426c06ca' target=""_blank"">The Green Mile</a><br><a href='http://localhost:3000/movie/625c2dd4f0a5bc6c426c0c8c' target=""_blank"">Death Note: Desu nôto</a><br><a href='http://localhost:3000/movie/625c2b4ef0a5bc6c426c06a4' target=""_blank"">Pulp Fiction</a><br><a href='http://localhost:3000/movie/625c2b47f0a5bc6c426c069a' target=""_blank"">The Godfather</a><br><a href='http://localhost:3000/movie/625c2b4cf0a5bc6c426c069e' target=""_blank"">The Godfather: Part II</a><br>"
District 9,"Here are my recommendations for District 9:<br><a href='http://localhost:3000/movie/625c2c58f0a5bc6c426c08be' target=""_blank"">Blade Runner</a><br><a href='http://localhost:3000/movie/625c2b56f0a5bc6c426c06b4' target=""_blank"">The Matrix</a><br><a href='http://localhost:3000/movie/625c2b70f0a5bc6c426c06f0' target=""_blank"">Terminator 2: Judgment Day</a><br><a href='http://localhost:3000/movie/625c2c02f0a5bc6c426c07ee' target=""_blank"">Die Hard</a><br><a href='http://localhost:3000/movie/625c2cd8f0a5bc6c426c09cc' target=""_blank"">The Terminator</a><br>"
The Wrestler,"Here are my recommendations for The Wrestler:<br><a href='http://localhost:3000/movie/625c2ceaf0a5bc6c426c09fc' target=""_blank"">The Hustler</a><br><a href='http://localhost:3000/movie/625c2c3ff0a5bc6c426c086c' target=""_blank"">Million Dollar Baby</a><br><a href='http://localhost:3000/movie/625c2c5cf0a5bc6c426c08c6' target=""_blank"">Rocky</a><br><a href='http://localhost:3000/movie/625c2e0df0a5bc6c426c0d94' target=""_blank"">Creed</a><br><a href='http://localhost:3000/movie/625c2dc7f0a5bc6c426c0c56' target=""_blank"">Kai po che!</a><br>"
Jab We Met,"Here are my recommendations for Jab We Met:<br><a href='http://localhost:3000/movie/625c2b62f0a5bc6c426c06cc' target=""_blank"">La vita è bella</a><br><a href='http://localhost:3000/movie/625c2dcdf0a5bc6c426c0c78' target=""_blank"">Silver Linings Playbook</a><br><a href='http://localhost:3000/movie/625c2dcef0a5bc6c426c0c7c' target=""_blank"">(500) Days of Summer</a><br><a href='http://localhost:3000/movie/625c2d5ff0a5bc6c426c0b44' target=""_blank"">Moonrise Kingdom</a><br><a href='http://localhost:3000/movie/625c2e16f0a5bc6c426c0dae' target=""_blank"">50/50</a><br>"
Boyhood,"Here are my recommendations for Boyhood:<br><a href='http://localhost:3000/movie/625c2b46f0a5bc6c426c0698' target=""_blank"">The Shawshank Redemption</a><br><a href='http://localhost:3000/movie/625c2b50f0a5bc6c426c06aa' target=""_blank"">Fight Club</a><br><a href='http://localhost:3000/movie/625c2bc5f0a5bc6c426c075c' target=""_blank"">American Beauty</a><br><a href='http://localhost:3000/movie/625c2b6df0a5bc6c426c06e8' target=""_blank"">American History X</a><br><a href='http://localhost:3000/movie/625c2b59f0a5bc6c426c06ba' target=""_blank"">One Flew Over the Cuckoo's Nest</a><br>"
"4 luni, 3 saptamâni si 2 zile","Here are my recommendations for 4 luni, 3 saptamâni si 2 zile:<br><a href='http://localhost:3000/movie/625c2b46f0a5bc6c426c0698' target=""_blank"">The Shawshank Redemption</a><br><a href='http://localhost:3000/movie/625c2b50f0a5bc6c426c06aa' target=""_blank"">Fight Club</a><br><a href='http://localhost:3000/movie/625c2bc5f0a5bc6c426c075c' target=""_blank"">American Beauty</a><br><a href='http://localhost:3000/movie/625c2b6df0a5bc6c426c06e8' target=""_blank"">American History X</a><br><a href='http://localhost:3000/movie/625c2b59f0a5bc6c426c06ba' target=""_blank"">One Flew Over the Cuckoo's Nest</a><br>"
Star Trek,"Here are my recommendations for Star Trek:<br><a href='http://localhost:3000/movie/625c2b4ff0a5bc6c426c06a8' target=""_blank"">Inception</a><br><a href='http://localhost:3000/movie/625c2cc0f0a5bc6c426c0962' target=""_blank"">The Avengers</a><br><a href='http://localhost:3000/movie/625c2d22f0a5bc6c426c0a84' target=""_blank"">Iron Man</a><br><a href='http://localhost:3000/movie/625c2c30f0a5bc6c426c0856' target=""_blank"">Mad Max: Fury Road</a><br><a href='http://localhost:3000/movie/625c2c53f0a5bc6c426c08a4' target=""_blank"">Jurassic Park</a><br>"
In Bruges,"Here are my recommendations for In Bruges:<br><a href='http://localhost:3000/movie/625c2be0f0a5bc6c426c07a0' target=""_blank"">Three Billboards Outside Ebbing, Missouri</a><br><a href='http://localhost:3000/movie/625c2e2cf0a5bc6c426c0e0a' target=""_blank"">American Psycho</a><br><a href='http://localhost:3000/movie/625c2cf4f0a5bc6c426c0a36' target=""_blank"">Knives Out</a><br><a href='http://localhost:3000/movie/625c2bcdf0a5bc6c426c0778' target=""_blank"">The Sting</a><br><a href='http://localhost:3000/movie/625c2bf4f0a5bc6c426c07ca' target=""_blank"">Rang De Basanti</a><br>"
The Man from Earth,"Here are my recommendations for The Man from Earth:<br><a href='http://localhost:3000/movie/625c2e24f0a5bc6c426c0dd2' target=""_blank"">The Illusionist</a><br><a href='http://localhost:3000/movie/625c2bd7f0a5bc6c426c0790' target=""_blank"">Citizen Kane</a><br><a href='http://localhost:3000/movie/625c2cb9f0a5bc6c426c0952' target=""_blank"">Darbareye Elly</a><br><a href='http://localhost:3000/movie/625c2c6bf0a5bc6c426c08e0' target=""_blank"">El ángel exterminador</a><br><a href='http://localhost:3000/movie/625c2d5cf0a5bc6c426c0b30' target=""_blank"">Le passé</a><br>"
Letters from Iwo Jima,"Here are my recommendations for Letters from Iwo Jima:<br><a href='http://localhost:3000/movie/625c2b51f0a5bc6c426c06ac' target=""_blank"">The Lord of the Rings: The Fellowship of the Ring</a><br><a href='http://localhost:3000/movie/625c2b4df0a5bc6c426c06a2' target=""_blank"">The Lord of the Rings: The Return of the King</a><br><a href='http://localhost:3000/movie/625c2b55f0a5bc6c426c06b2' target=""_blank"">The Lord of the Rings: The Two Towers</a><br><a href='http://localhost:3000/movie/625c2b6cf0a5bc6c426c06e6' target=""_blank"">Gladiator</a><br><a href='http://localhost:3000/movie/625c2b7cf0a5bc6c426c070e' target=""_blank"">Avengers: Endgame</a><br>"
The Fall,"Here are my recommendations for The Fall:<br><a href='http://localhost:3000/movie/625c2c35f0a5bc6c426c085c' target=""_blank"">Harry Potter and the Deathly Hallows: Part 2</a><br><a href='http://localhost:3000/movie/625c2d20f0a5bc6c426c0a7c' target=""_blank"">Life of Pi</a><br><a href='http://localhost:3000/movie/625c2ccbf0a5bc6c426c098a' target=""_blank"">Big Fish</a><br><a href='http://localhost:3000/movie/625c2e30f0a5bc6c426c0e20' target=""_blank"">Dead Man</a><br><a href='http://localhost:3000/movie/625c2d39f0a5bc6c426c0aca' target=""_blank"">La montaña sagrada</a><br>"
Life of Pi,"Here are my recommendations for Life of Pi:<br><a href='http://localhost:3000/movie/625c2c5bf0a5bc6c426c08c2' target=""_blank"">Life of Brian</a><br><a href='http://localhost:3000/movie/625c2c35f0a5bc6c426c085c' target=""_blank"">Harry Potter and the Deathly Hallows: Part 2</a><br><a href='http://localhost:3000/movie/625c2ccbf0a5bc6c426c098a' target=""_blank"">Big Fish</a><br><a href='http://localhost:3000/movie/625c2d20f0a5bc6c426c0a7a' target=""_blank"">The Fall</a><br><a href='http://localhost:3000/movie/625c2e30f0a5bc6c426c0e20' target=""_blank"">Dead Man</a><br>"
Fantastic Mr. Fox,"Here are my recommendations for Fantastic Mr. Fox:<br><a href='http://localhost:3000/movie/625c2c43f0a5bc6c426c087c' target=""_blank"">Finding Nemo</a><br><a href='http://localhost:3000/movie/625c2beff0a5bc6c426c07bc' target=""_blank"">Up</a><br><a href='http://localhost:3000/movie/625c2bc6f0a5bc6c426c0762' target=""_blank"">Toy Story</a><br><a href='http://localhost:3000/movie/625c2c48f0a5bc6c426c0882' target=""_blank"">Monsters, Inc.</a><br><a href='http://localhost:3000/movie/625c2bf3f0a5bc6c426c07c6' target=""_blank"">Toy Story 3</a><br>"
C.R.A.Z.Y.,"Here are my recommendations for C.R.A.Z.Y.:<br><a href='http://localhost:3000/movie/625c2c4af0a5bc6c426c088c' target=""_blank"">The Truman Show</a><br><a href='http://localhost:3000/movie/625c2dc2f0a5bc6c426c0c52' target=""_blank"">Birdman or (The Unexpected Virtue of Ignorance)</a><br><a href='http://localhost:3000/movie/625c2e08f0a5bc6c426c0d76' target=""_blank"">Once Upon a Time... in Hollywood</a><br><a href='http://localhost:3000/movie/625c2c55f0a5bc6c426c08ac' target=""_blank"">Dead Poets Society</a><br><a href='http://localhost:3000/movie/625c2d7df0a5bc6c426c0b7c' target=""_blank"">Little Miss Sunshine</a><br>"
Les choristes,"Here are my recommendations for Les choristes:<br><a href='http://localhost:3000/movie/625c2b6bf0a5bc6c426c06dc' target=""_blank"">Whiplash</a><br><a href='http://localhost:3000/movie/625c2ddff0a5bc6c426c0cca' target=""_blank"">Billy Elliot</a><br><a href='http://localhost:3000/movie/625c2c39f0a5bc6c426c085e' target=""_blank"">Okuribito</a><br><a href='http://localhost:3000/movie/625c2c04f0a5bc6c426c07f6' target=""_blank"">Höstsonaten</a><br><a href='http://localhost:3000/movie/625c2d4df0a5bc6c426c0b0e' target=""_blank"">Sound of Metal</a><br>"
Iron Man,"Here are my recommendations for Iron Man:<br><a href='http://localhost:3000/movie/625c2b4ff0a5bc6c426c06a8' target=""_blank"">Inception</a><br><a href='http://localhost:3000/movie/625c2cc0f0a5bc6c426c0962' target=""_blank"">The Avengers</a><br><a href='http://localhost:3000/movie/625c2c30f0a5bc6c426c0856' target=""_blank"">Mad Max: Fury Road</a><br><a href='http://localhost:3000/movie/625c2c53f0a5bc6c426c08a4' target=""_blank"">Jurassic Park</a><br><a href='http://localhost:3000/movie/625c2ba9f0a5bc6c426c0710' target=""_blank"">Avengers: Infinity War</a><br>"
Shaun of the Dead,"Here are my recommendations for Shaun of the Dead:<br><a href='http://localhost:3000/movie/625c2d38f0a5bc6c426c0ac6' target=""_blank"">Dawn of the Dead</a><br><a href='http://localhost:3000/movie/625c2dbef0a5bc6c426c0c46' target=""_blank"">What We Do in the Shadows</a><br><a href='http://localhost:3000/movie/625c2dccf0a5bc6c426c0c74' target=""_blank"">The Hangover</a><br><a href='http://localhost:3000/movie/625c2bb6f0a5bc6c426c0734' target=""_blank"">Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb</a><br><a href='http://localhost:3000/movie/625c2c5bf0a5bc6c426c08c2' target=""_blank"">Life of Brian</a><br>"
Gegen die Wand,"Here are my recommendations for Gegen die Wand:<br><a href='http://localhost:3000/movie/625c2b54f0a5bc6c426c06ae' target=""_blank"">Forrest Gump</a><br><a href='http://localhost:3000/movie/625c2d8bf0a5bc6c426c0bb0' target=""_blank"">Titanic</a><br><a href='http://localhost:3000/movie/625c2bc6f0a5bc6c426c075e' target=""_blank"">Good Will Hunting</a><br><a href='http://localhost:3000/movie/625c2cbbf0a5bc6c426c095c' target=""_blank"">Slumdog Millionaire</a><br><a href='http://localhost:3000/movie/625c2d84f0a5bc6c426c0b92' target=""_blank"">The Notebook</a><br>"
Mystic River,"Here are my recommendations for Mystic River:<br><a href='http://localhost:3000/movie/625c2b62f0a5bc6c426c06ce' target=""_blank"">Se7en</a><br><a href='http://localhost:3000/movie/625c2c30f0a5bc6c426c0854' target=""_blank"">Prisoners</a><br><a href='http://localhost:3000/movie/625c2bfbf0a5bc6c426c07dc' target=""_blank"">L.A. Confidential</a><br><a href='http://localhost:3000/movie/625c2d57f0a5bc6c426c0b28' target=""_blank"">The Hateful Eight</a><br><a href='http://localhost:3000/movie/625c2dd5f0a5bc6c426c0c96' target=""_blank"">Zodiac</a><br>"
Harry Potter and the Prisoner of Azkaban,"Here are my recommendations for Harry Potter and the Prisoner of Azkaban:<br><a href='http://localhost:3000/movie/625c2e2af0a5bc6c426c0dfe' target=""_blank"">Harry Potter and the Sorcerer's Stone</a><br><a href='http://localhost:3000/movie/625c2ddaf0a5bc6c426c0cb2' target=""_blank"">Harry Potter and the Goblet of Fire</a><br><a href='http://localhost:3000/movie/625c2dcff0a5bc6c426c0c7e' target=""_blank"">Harry Potter and the Deathly Hallows: Part 1</a><br><a href='http://localhost:3000/movie/625c2cd7f0a5bc6c426c09c4' target=""_blank"">The Princess Bride</a><br><a href='http://localhost:3000/movie/625c2cf2f0a5bc6c426c0a2c' target=""_blank"">The Wizard of Oz</a><br>"
Ying xiong,"Here are my recommendations for Ying xiong:<br><a href='http://localhost:3000/movie/625c2bacf0a5bc6c426c0716' target=""_blank"">The Dark Knight Rises</a><br><a href='http://localhost:3000/movie/625c2bf5f0a5bc6c426c07ce' target=""_blank"">Batman Begins</a><br><a href='http://localhost:3000/movie/625c2bb3f0a5bc6c426c0728' target=""_blank"">Raiders of the Lost Ark</a><br><a href='http://localhost:3000/movie/625c2c00f0a5bc6c426c07e8' target=""_blank"">Indiana Jones and the Last Crusade</a><br><a href='http://localhost:3000/movie/625c2df5f0a5bc6c426c0d28' target=""_blank"">First Blood</a><br>"
